Project.Name,UNIT,SEARCH.AREA,Time,Date,EASTING,NORTHING,MolluskCode,ScientificName,Type,CommonName,Count,Year,Month
Roaring Creek,2,2-SA009JG-2,2006-11-14 12:00:00,2006-11-14,473954.0,5032977.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,1,2006,11
Roaring Creek,2,2-SA009TP-1,2006-05-16 12:00:00,2006-05-16,474236.0,5034141.0,ARCO,Ariolimax columbiana,Slug,Banana slug,2,2006,5
Roaring Creek,2,2-SA009TP-1,2006-05-16 12:00:00,2006-05-16,474236.0,5034141.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,1,2006,5
Roaring Creek,2,2-SA009VCH-1,2006-05-16 12:00:00,2006-05-16,474676.0,5033055.0,ARCO,Ariolimax columbiana,Slug,Banana slug,2,2006,5
Roaring Creek,2,2-SA009VCH-1,2006-05-16 12:00:00,2006-05-16,474676.0,5033055.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,17,2006,5
Roaring Creek,2,2-SA009VCH-1,2006-05-16 12:00:00,2006-05-16,474676.0,5033055.0,MOFI,Monadenia fidelis,Snail,Pacific Sideband snail,3,2006,5
Roaring Creek,2,2-SA009VCH-1,2006-05-16 12:00:00,2006-05-16,474676.0,5033055.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,2,2006,5
Roaring Creek,2,2-SA009VCH-1,2006-05-16 12:00:00,2006-05-16,474676.0,5033055.0,VECO2,Vertigo columbiana,Snail,Pacific Vertigo snail,1,2006,5
Roaring Creek,2,2-SA009VH-1,2006-11-14 12:00:00,2006-11-14,474833.0,5033026.0,ANHY,Ancotrema hybridum,Snail,Oregon lancetooth snail,1,2006,11
Roaring Creek,2,2-SA009VH-1,2006-11-14 12:00:00,2006-11-14,474833.0,5033026.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,2,2006,11
Roaring Creek,2,2-SA009VH-1,2006-11-14 12:00:00,2006-11-14,474833.0,5033026.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,7,2006,11
Roaring Creek,2,2-SA009VH-1,2006-11-14 12:00:00,2006-11-14,474833.0,5033026.0,MOFI,Monadenia fidelis,Snail,Pacific Sideband snail,1,2006,11
Roaring Creek,2,2-SA009VH-1,2006-11-14 12:00:00,2006-11-14,474833.0,5033026.0,PURA,Punctum randolphi,Snail,Conical spot snail,6,2006,11
Roaring Creek,2,2-SA009VH-1,2006-11-14 12:00:00,2006-11-14,474833.0,5033026.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,3,2006,11
Roaring Creek,2,2-SA010JF-1,2006-11-14 12:00:00,2006-11-14,473797.0,5033594.0,ANHY,Ancotrema hybridum,Snail,Oregon lancetooth snail,1,2006,11
Roaring Creek,2,2-SA010JF-1,2006-11-14 12:00:00,2006-11-14,473797.0,5033594.0,ARCO,Ariolimax columbiana,Slug,Banana slug,1,2006,11
Roaring Creek,2,2-SA010JF-1,2006-11-14 12:00:00,2006-11-14,473797.0,5033594.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,2,2006,11
Roaring Creek,2,2-SA010JF-1,2006-11-14 12:00:00,2006-11-14,473797.0,5033594.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,6,2006,11
Roaring Creek,2,2-SA010JG-1,2006-05-16 12:00:00,2006-05-16,473746.0,5033763.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,1,2006,5
Roaring Creek,2,2-SA010JG-1,2006-05-16 12:00:00,2006-05-16,473746.0,5033763.0,ARCO,Ariolimax columbiana,Slug,Banana slug,2,2006,5
Roaring Creek,2,2-SA010JG-1,2006-05-16 12:00:00,2006-05-16,473746.0,5033763.0,PRIST,Pristiloma sp.,Snail,Uknown member of Pristiloma genus,2,2006,5
Roaring Creek,2,2-SA010JG-1,2006-05-16 12:00:00,2006-05-16,473746.0,5033763.0,PURA,Punctum randolphi,Snail,Conical spot snail,1,2006,5
Roaring Creek,2,2-SA010JG-1,2006-05-16 12:00:00,2006-05-16,473746.0,5033763.0,VECO2,Vertigo columbiana,Snail,Pacific Vertigo snail,1,2006,5
Roaring Creek,2,2-SA010JG-2,2006-11-14 12:00:00,2006-11-14,473827.0,5032960.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,1,2006,11
Roaring Creek,2,2-SA010JG-2,2006-11-14 12:00:00,2006-11-14,473827.0,5032960.0,PRLA,Pristiloma lansingi,Snail,Denticulate tightcoil snail,1,2006,11
Roaring Creek,2,2-SA010JG-2,2006-11-14 12:00:00,2006-11-14,473827.0,5032960.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,3,2006,11
Roaring Creek,2,2-SA010TP-1,2006-05-16 12:00:00,2006-05-16,474291.0,5034233.0,ANSP,Ancotrema sportella,Snail,Beaded lancetooth snail,1,2006,5
Roaring Creek,2,2-SA010TP-1,2006-05-16 12:00:00,2006-05-16,474291.0,5034233.0,ARCO,Ariolimax columbiana,Slug,Banana slug,1,2006,5
Roaring Creek,2,2-SA010TP-1,2006-05-16 12:00:00,2006-05-16,474291.0,5034233.0,PLVE,Plethodon vehiculum,Salamander,Western redback salamander,1,2006,5
Roaring Creek,2,2-SA010TP-1,2006-05-16 12:00:00,2006-05-16,474291.0,5034233.0,VECO2,Vertigo columbiana,Snail,Pacific Vertigo snail,2,2006,5
Roaring Creek,2,2-SA010VCH-1,2006-05-16 12:00:00,2006-05-16,474774.0,5033068.0,ANHY,Ancotrema hybridum,Snail,Oregon lancetooth snail,3,2006,5
Roaring Creek,2,2-SA010VCH-1,2006-05-16 12:00:00,2006-05-16,474774.0,5033068.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,4,2006,5
Roaring Creek,2,2-SA010VCH-1,2006-05-16 12:00:00,2006-05-16,474774.0,5033068.0,CRGE,Cryptomastix germana,Snail,Pygmy oregonian snail,1,2006,5
Roaring Creek,2,2-SA010VCH-1,2006-05-16 12:00:00,2006-05-16,474774.0,5033068.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,15,2006,5
Roaring Creek,2,2-SA010VCH-1,2006-05-16 12:00:00,2006-05-16,474774.0,5033068.0,MOFI,Monadenia fidelis,Snail,Pacific Sideband snail,1,2006,5
Roaring Creek,2,2-SA010VCH-1,2006-05-16 12:00:00,2006-05-16,474774.0,5033068.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,2,2006,5
Roaring Creek,2,2-SA010VH-1,2006-11-14 12:00:00,2006-11-14,474958.0,5032917.0,ANHY,Ancotrema hybridum,Snail,Oregon lancetooth snail,1,2006,11
Roaring Creek,2,2-SA010VH-1,2006-11-14 12:00:00,2006-11-14,474958.0,5032917.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,3,2006,11
Roaring Creek,2,2-SA010VH-1,2006-11-14 12:00:00,2006-11-14,474958.0,5032917.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,6,2006,11
Roaring Creek,2,2-SA010VH-1,2006-11-14 12:00:00,2006-11-14,474958.0,5032917.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,3,2006,11
Roaring Creek,2,2-SA011JF-1,2006-11-14 12:00:00,2006-11-14,473689.0,5033809.0,ANHY,Ancotrema hybridum,Snail,Oregon lancetooth snail,1,2006,11
Roaring Creek,2,2-SA011JF-1,2006-11-14 12:00:00,2006-11-14,473689.0,5033809.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,1,2006,11
Roaring Creek,2,2-SA011JF-1,2006-11-14 12:00:00,2006-11-14,473689.0,5033809.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,5,2006,11
Roaring Creek,2,2-SA011JF-1,2006-11-14 12:00:00,2006-11-14,473689.0,5033809.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,4,2006,11
Roaring Creek,2,2-SA011JG-1,2006-05-16 12:00:00,2006-05-16,473785.0,5033659.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,1,2006,5
Roaring Creek,2,2-SA011JG-1,2006-05-16 12:00:00,2006-05-16,473785.0,5033659.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,4,2006,5
Roaring Creek,2,2-SA011JG-1,2006-05-16 12:00:00,2006-05-16,473785.0,5033659.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,1,2006,5
Roaring Creek,2,2-SA011JG-2,2006-11-14 12:00:00,2006-11-14,473602.0,5033375.0,ANHY,Ancotrema hybridum,Snail,Oregon lancetooth snail,1,2006,11
Roaring Creek,2,2-SA011JG-2,2006-11-14 12:00:00,2006-11-14,473602.0,5033375.0,ARCO,Ariolimax columbiana,Slug,Banana slug,1,2006,11
Roaring Creek,2,2-SA011JG-2,2006-11-14 12:00:00,2006-11-14,473602.0,5033375.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,3,2006,11
Roaring Creek,2,2-SA011JG-2,2006-11-14 12:00:00,2006-11-14,473602.0,5033375.0,PURA,Punctum randolphi,Snail,Conical spot snail,1,2006,11
Roaring Creek,2,2-SA011JG-2,2006-11-14 12:00:00,2006-11-14,473602.0,5033375.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,2,2006,11
Roaring Creek,2,2-SA011TP-1,2006-05-16 12:00:00,2006-05-16,474436.0,5034176.0,ANSP,Ancotrema sportella,Snail,Beaded lancetooth snail,1,2006,5
Roaring Creek,2,2-SA011TP-1,2006-05-16 12:00:00,2006-05-16,474436.0,5034176.0,ARCO,Ariolimax columbiana,Slug,Banana slug,1,2006,5
Roaring Creek,2,2-SA011TP-1,2006-05-16 12:00:00,2006-05-16,474436.0,5034176.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,4,2006,5
Roaring Creek,2,2-SA011TP-1,2006-05-16 12:00:00,2006-05-16,474436.0,5034176.0,PLVE,Plethodon vehiculum,Salamander,Western redback salamander,1,2006,5
Roaring Creek,2,2-SA011VCH-1,2006-05-16 12:00:00,2006-05-16,474812.0,5033147.0,ANHY,Ancotrema hybridum,Snail,Oregon lancetooth snail,2,2006,5
Roaring Creek,2,2-SA011VCH-1,2006-05-16 12:00:00,2006-05-16,474812.0,5033147.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,1,2006,5
Roaring Creek,2,2-SA011VCH-1,2006-05-16 12:00:00,2006-05-16,474812.0,5033147.0,ARCO,Ariolimax columbiana,Slug,Banana slug,3,2006,5
Roaring Creek,2,2-SA011VCH-1,2006-05-16 12:00:00,2006-05-16,474812.0,5033147.0,CRGE,Cryptomastix germana,Snail,Pygmy oregonian snail,2,2006,5
Roaring Creek,2,2-SA011VCH-1,2006-05-16 12:00:00,2006-05-16,474812.0,5033147.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,11,2006,5
Roaring Creek,2,2-SA011VCH-1,2006-05-16 12:00:00,2006-05-16,474812.0,5033147.0,PLVE,Plethodon vehiculum,Salamander,Western redback salamander,3,2006,5
Roaring Creek,2,2-SA011VCH-1,2006-05-16 12:00:00,2006-05-16,474812.0,5033147.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,2,2006,5
Roaring Creek,2,2-SA011VCH-1,2006-05-16 12:00:00,2006-05-16,474812.0,5033147.0,VECO2,Vertigo columbiana,Snail,Pacific Vertigo snail,3,2006,5
Roaring Creek,2,2-SA011VH-1,2006-11-14 12:00:00,2006-11-14,474967.0,5033100.0,ENES,Ensatina eschscholtzii,Salamander,Ensatina,1,2006,11
Roaring Creek,2,2-SA011VH-1,2006-11-14 12:00:00,2006-11-14,474967.0,5033100.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,1,2006,11
Roaring Creek,2,2-SA011VH-1,2006-11-14 12:00:00,2006-11-14,474967.0,5033100.0,PRCO,Prophysaon coeruleum,Slug,Blue-Gray Taildropper slug,1,2006,11
Roaring Creek,2,2-SA011VH-1,2006-11-14 12:00:00,2006-11-14,474967.0,5033100.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,1,2006,11
Roaring Creek,2,2-SA012JF-1,2006-11-14 12:00:00,2006-11-14,473710.0,5033859.0,ANHY,Ancotrema hybridum,Snail,Oregon lancetooth snail,1,2006,11
Roaring Creek,2,2-SA012JF-1,2006-11-14 12:00:00,2006-11-14,473710.0,5033859.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,1,2006,11
Roaring Creek,2,2-SA012JG-1,2006-05-16 12:00:00,2006-05-16,473874.0,5033610.0,ARCO,Ariolimax columbiana,Slug,Banana slug,4,2006,5
Roaring Creek,2,2-SA012JG-1,2006-05-16 12:00:00,2006-05-16,473874.0,5033610.0,ENES,Ensatina eschscholtzii,Salamander,Ensatina,1,2006,5
Roaring Creek,2,2-SA012JG-1,2006-05-16 12:00:00,2006-05-16,473874.0,5033610.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,2,2006,5
Roaring Creek,2,2-SA012JG-1,2006-05-16 12:00:00,2006-05-16,473874.0,5033610.0,PLVE,Plethodon vehiculum,Salamander,Western redback salamander,1,2006,5
Roaring Creek,2,2-SA012JG-1,2006-05-16 12:00:00,2006-05-16,473874.0,5033610.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,3,2006,5
Roaring Creek,2,2-SA012JG-2,2006-11-14 12:00:00,2006-11-14,473436.0,5033347.0,ANHY,Ancotrema hybridum,Snail,Oregon lancetooth snail,2,2006,11
Roaring Creek,2,2-SA012JG-2,2006-11-14 12:00:00,2006-11-14,473436.0,5033347.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,1,2006,11
Roaring Creek,2,2-SA012JG-2,2006-11-14 12:00:00,2006-11-14,473436.0,5033347.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,3,2006,11
Roaring Creek,2,2-SA012JG-2,2006-11-14 12:00:00,2006-11-14,473436.0,5033347.0,PURA,Punctum randolphi,Snail,Conical spot snail,1,2006,11
Roaring Creek,2,2-SA012JG-2,2006-11-14 12:00:00,2006-11-14,473436.0,5033347.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,2,2006,11
Roaring Creek,2,2-SA012TP-1,2006-05-16 12:00:00,2006-05-16,474573.0,5034242.0,ANSP,Ancotrema sportella,Snail,Beaded lancetooth snail,1,2006,5
Roaring Creek,2,2-SA012TP-1,2006-05-16 12:00:00,2006-05-16,474573.0,5034242.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,1,2006,5
Roaring Creek,2,2-SA012VCH-1,2006-05-16 12:00:00,2006-05-16,474857.0,5033229.0,ANHY,Ancotrema hybridum,Snail,Oregon lancetooth snail,1,2006,5
Roaring Creek,2,2-SA012VCH-1,2006-05-16 12:00:00,2006-05-16,474857.0,5033229.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,1,2006,5
Roaring Creek,2,2-SA012VCH-1,2006-05-16 12:00:00,2006-05-16,474857.0,5033229.0,ARCO,Ariolimax columbiana,Slug,Banana slug,2,2006,5
Roaring Creek,2,2-SA012VCH-1,2006-05-16 12:00:00,2006-05-16,474857.0,5033229.0,CRGE,Cryptomastix germana,Snail,Pygmy oregonian snail,1,2006,5
Roaring Creek,2,2-SA012VCH-1,2006-05-16 12:00:00,2006-05-16,474857.0,5033229.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,5,2006,5
Roaring Creek,2,2-SA012VCH-1,2006-05-16 12:00:00,2006-05-16,474857.0,5033229.0,PLDU,Plethodon dunni,Salamander,Dunn's salamander,1,2006,5
Roaring Creek,2,2-SA012VCH-1,2006-05-16 12:00:00,2006-05-16,474857.0,5033229.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,2,2006,5
Roaring Creek,2,2-SA012VCH-1,2006-05-16 12:00:00,2006-05-16,474857.0,5033229.0,VECO2,Vertigo columbiana,Snail,Pacific Vertigo snail,1,2006,5
Roaring Creek,2,2-SA012VH-1,2006-11-14 12:00:00,2006-11-14,474894.0,5033246.0,ANHY,Ancotrema hybridum,Snail,Oregon lancetooth snail,2,2006,11
Roaring Creek,2,2-SA012VH-1,2006-11-14 12:00:00,2006-11-14,474894.0,5033246.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,2,2006,11
Roaring Creek,2,2-SA012VH-1,2006-11-14 12:00:00,2006-11-14,474894.0,5033246.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,1,2006,11
Roaring Creek,2,2-SA013JF-1,2006-11-14 12:00:00,2006-11-14,473607.0,5033693.0,COLUM,"Columella edentula,",Snail,Toothless column snail,1,2006,11
Roaring Creek,2,2-SA013JF-1,2006-11-14 12:00:00,2006-11-14,473607.0,5033693.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,1,2006,11
Roaring Creek,2,2-SA013JF-1,2006-11-14 12:00:00,2006-11-14,473607.0,5033693.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,4,2006,11
Roaring Creek,2,2-SA013JG-1,2006-05-16 12:00:00,2006-05-16,473859.0,5033484.0,ANHY,Ancotrema hybridum,Snail,Oregon lancetooth snail,2,2006,5
Roaring Creek,2,2-SA013JG-1,2006-05-16 12:00:00,2006-05-16,473859.0,5033484.0,ANSP,Ancotrema sportella,Snail,Beaded lancetooth snail,1,2006,5
Roaring Creek,2,2-SA013JG-1,2006-05-16 12:00:00,2006-05-16,473859.0,5033484.0,ARCO,Ariolimax columbiana,Slug,Banana slug,1,2006,5
Roaring Creek,2,2-SA013JG-1,2006-05-16 12:00:00,2006-05-16,473859.0,5033484.0,ENES,Ensatina eschscholtzii,Salamander,Ensatina,1,2006,5
Roaring Creek,2,2-SA013JG-1,2006-05-16 12:00:00,2006-05-16,473859.0,5033484.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,1,2006,5
Roaring Creek,2,2-SA013JG-1,2006-05-16 12:00:00,2006-05-16,473859.0,5033484.0,VECO2,Vertigo columbiana,Snail,Pacific Vertigo snail,2,2006,5
Roaring Creek,2,2-SA013JG-2,2006-11-14 12:00:00,2006-11-14,473522.0,5033412.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,1,2006,11
Roaring Creek,2,2-SA013JG-2,2006-11-14 12:00:00,2006-11-14,473522.0,5033412.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,1,2006,11
Roaring Creek,2,2-SA013TP-1,2006-05-16 12:00:00,2006-05-16,474761.0,5034268.0,CRGE,Cryptomastix germana,Snail,Pygmy oregonian snail,1,2006,5
Roaring Creek,2,2-SA013TP-1,2006-05-16 12:00:00,2006-05-16,474761.0,5034268.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,7,2006,5
Roaring Creek,2,2-SA013VCH-1,2006-05-16 12:00:00,2006-05-16,479979.0,5033475.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,1,2006,5
Roaring Creek,2,2-SA013VCH-1,2006-05-16 12:00:00,2006-05-16,479979.0,5033475.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,4,2006,5
Roaring Creek,2,2-SA013VCH-1,2006-05-16 12:00:00,2006-05-16,479979.0,5033475.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,3,2006,5
Roaring Creek,2,2-SA013VH-1,2006-11-14 12:00:00,2006-11-14,474743.0,5033268.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,7,2006,11
Roaring Creek,2,2-SA013VH-1,2006-11-14 12:00:00,2006-11-14,474743.0,5033268.0,ANSP,Ancotrema sportella,Snail,Beaded lancetooth snail,1,2006,11
Roaring Creek,2,2-SA013VH-1,2006-11-14 12:00:00,2006-11-14,474743.0,5033268.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,10,2006,11
Roaring Creek,2,2-SA013VH-1,2006-11-14 12:00:00,2006-11-14,474743.0,5033268.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,1,2006,11
Roaring Creek,2,2-SA014JF-1,2006-11-14 12:00:00,2006-11-14,473544.0,5033560.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,1,2006,11
Roaring Creek,2,2-SA014JF-1,2006-11-14 12:00:00,2006-11-14,473544.0,5033560.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,3,2006,11
Roaring Creek,2,2-SA014JG-1,2006-05-16 12:00:00,2006-05-16,473758.0,5033433.0,ANHY,Ancotrema hybridum,Snail,Oregon lancetooth snail,2,2006,5
Roaring Creek,2,2-SA014JG-1,2006-05-16 12:00:00,2006-05-16,473758.0,5033433.0,MOFI,Monadenia fidelis,Snail,Pacific Sideband snail,1,2006,5
Roaring Creek,2,2-SA014JG-1,2006-05-16 12:00:00,2006-05-16,473758.0,5033433.0,PRAN,Prophysaon andersoni,Slug,Reticulate Taildropper slug,2,2006,5
Roaring Creek,2,2-SA014JG-1,2006-05-16 12:00:00,2006-05-16,473758.0,5033433.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,3,2006,5
Roaring Creek,2,2-SA014JG-2,2006-11-14 12:00:00,2006-11-14,473516.0,5033639.0,ANHY,Ancotrema hybridum,Snail,Oregon lancetooth snail,1,2006,11
Roaring Creek,2,2-SA014JG-2,2006-11-14 12:00:00,2006-11-14,473516.0,5033639.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,1,2006,11
Roaring Creek,2,2-SA014JG-2,2006-11-14 12:00:00,2006-11-14,473516.0,5033639.0,ANSP,Ancotrema sportella,Snail,Beaded lancetooth snail,1,2006,11
Roaring Creek,2,2-SA014JG-2,2006-11-14 12:00:00,2006-11-14,473516.0,5033639.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,4,2006,11
Roaring Creek,2,2-SA014JG-2,2006-11-14 12:00:00,2006-11-14,473516.0,5033639.0,PURA,Punctum randolphi,Snail,Conical spot snail,1,2006,11
Roaring Creek,2,2-SA014JG-2,2006-11-14 12:00:00,2006-11-14,473516.0,5033639.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,1,2006,11
Roaring Creek,2,2-SA014TP-1,2006-05-16 12:00:00,2006-05-16,,,ANSP,Ancotrema sportella,Snail,Beaded lancetooth snail,1,2006,5
Roaring Creek,2,2-SA014TP-1,2006-05-16 12:00:00,2006-05-16,,,ARCO,Ariolimax columbiana,Slug,Banana slug,2,2006,5
Roaring Creek,2,2-SA014TP-1,2006-05-16 12:00:00,2006-05-16,,,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,2,2006,5
Roaring Creek,2,2-SA014TP-1,2006-05-16 12:00:00,2006-05-16,,,PLVE,Plethodon vehiculum,Salamander,Western redback salamander,3,2006,5
Roaring Creek,2,2-SA014VCH-1,2006-05-16 12:00:00,2006-05-16,474978.0,5033546.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,1,2006,5
Roaring Creek,2,2-SA014VCH-1,2006-05-16 12:00:00,2006-05-16,474978.0,5033546.0,ARCO,Ariolimax columbiana,Slug,Banana slug,1,2006,5
Roaring Creek,2,2-SA014VCH-1,2006-05-16 12:00:00,2006-05-16,474978.0,5033546.0,CRGE,Cryptomastix germana,Snail,Pygmy oregonian snail,1,2006,5
Roaring Creek,2,2-SA014VCH-1,2006-05-16 12:00:00,2006-05-16,474978.0,5033546.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,12,2006,5
Roaring Creek,2,2-SA014VCH-1,2006-05-16 12:00:00,2006-05-16,474978.0,5033546.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,1,2006,5
Roaring Creek,2,2-SA014VH-1,2006-11-15 12:00:00,2006-11-15,474496.0,5033384.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,1,2006,11
Roaring Creek,2,2-SA014VH-1,2006-11-15 12:00:00,2006-11-15,474496.0,5033384.0,PURA,Punctum randolphi,Snail,Conical spot snail,5,2006,11
Roaring Creek,2,2-SA014VH-1,2006-11-15 12:00:00,2006-11-15,474496.0,5033384.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,2,2006,11
Roaring Creek,2,2-SA015JF-1,2006-11-14 12:00:00,2006-11-14,474208.0,5033462.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,3,2006,11
Roaring Creek,2,2-SA015JF-1,2006-11-14 12:00:00,2006-11-14,474208.0,5033462.0,PRIST,Pristiloma sp.,Snail,Uknown member of Pristiloma genus,2,2006,11
Roaring Creek,2,2-SA015JF-1,2006-11-14 12:00:00,2006-11-14,474208.0,5033462.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,2,2006,11
Roaring Creek,2,2-SA015JG-1,2006-05-17 12:00:00,2006-05-17,473665.0,5033321.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,3,2006,5
Roaring Creek,2,2-SA015JG-1,2006-05-17 12:00:00,2006-05-17,473665.0,5033321.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,3,2006,5
Roaring Creek,2,2-SA015JG-2,2006-11-14 12:00:00,2006-11-14,473592.0,5033768.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,2,2006,11
Roaring Creek,2,2-SA015TP-1,2006-05-17 12:00:00,2006-05-17,474105.0,5033311.0,ARCO,Ariolimax columbiana,Slug,Banana slug,1,2006,5
Roaring Creek,2,2-SA015TP-1,2006-05-17 12:00:00,2006-05-17,474105.0,5033311.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,2,2006,5
Roaring Creek,2,2-SA015VCH-1,2006-05-16 12:00:00,2006-05-16,475044.0,5033673.0,ANsp,Ancotrema sp.,Snail,Uknown member of Ancotrema genus,1,2006,5
Roaring Creek,2,2-SA015VCH-1,2006-05-16 12:00:00,2006-05-16,475044.0,5033673.0,ENES,Ensatina eschscholtzii,Salamander,Ensatina,2,2006,5
Roaring Creek,2,2-SA015VCH-1,2006-05-16 12:00:00,2006-05-16,475044.0,5033673.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,7,2006,5
Roaring Creek,2,2-SA015VCH-1,2006-05-16 12:00:00,2006-05-16,475044.0,5033673.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,1,2006,5
Roaring Creek,2,2-SA015VCH-1,2006-05-16 12:00:00,2006-05-16,475044.0,5033673.0,VECO2,Vertigo columbiana,Snail,Pacific Vertigo snail,1,2006,5
Roaring Creek,2,2-SA015VH-1,2006-11-15 12:00:00,2006-11-15,474576.0,5033348.0,DITE,Dicamptodon tenebrosus,Salamander,Giant pacific salamander,1,2006,11
Roaring Creek,2,2-SA015VH-1,2006-11-15 12:00:00,2006-11-15,474576.0,5033348.0,ENES,Ensatina eschscholtzii,Salamander,Ensatina,1,2006,11
Roaring Creek,2,2-SA015VH-1,2006-11-15 12:00:00,2006-11-15,474576.0,5033348.0,HAVA,Haplotrema vancouverense,Snail,Robust lancetooth snail,8,2006,11
Roaring Creek,2,2-SA015VH-1,2006-11-15 12:00:00,2006-11-15,474576.0,5033348.0,PLDU,Plethodon dunni,Salamander,Dunn's salamander,1,2006,11
Roaring Creek,2,2-SA015VH-1,2006-11-15 12:00:00,2006-11-15,474576.0,5033348.0,PURA,Punctum randolphi,Snail,Conical spot snail,6,2006,11
Roaring Creek,2,2-SA015VH-1,2006-11-15 12:00:00,2006-11-15,474576.0,5033348.0,VECO,Vespericola columbianus,Snail,Northwest Hesperian snail,2,2006,11
Roaring Creek,2,2-SA016JF-1,2006-11-15 12:00:00,2006-11-15,474244.0,5033335.0,CRGE,Cryptomastix germana,Snail,Pygmy oregonian snail,1,2006,11
